      2,814,712  GC Heap bytes
         42,257  GC Heap objects

   Object Bytes     Count  Type
             24         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass4_0<Microsoft.Maui.Controls.VisualElement,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.ISwipeView,Microsoft.Maui.Handlers.ISwipeViewHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Editor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IPicker,Microsoft.Maui.Handlers.IPickerHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.FlowDirection  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.LineBreakMode  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.Aspect  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.ScrollBarVisibility  [Module(0xb400007cb69374e0)]
             24         2  System.WeakReference<Android.App.Activity>  [Module(0xb400007cb6925060)]
             24         1  System.OrdinalIgnoreCaseComparer  [Module(0xb400007cb6925060)]
             24         1  Microsoft.Maui.Hosting.HandlerMauiAppBuilderExtensions.HandlerRegistration  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Extensions.DependencyInjection.ServiceProviderOptions  [Module(0xb400007cb6951340)]
             24         1  System.OrdinalCaseSensitiveComparer  [Module(0xb400007cb6925060)]
             24         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteRuntimeResolver  [Module(0xb400007cb6951340)]
             24         1  Microsoft.Maui.Controls.Internals.ResourcesChangedEventArgs  [Module(0xb400007cb692a5b0)]
             24         1  System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>  [Module(0xb400007cb6925060)]
             24         1  System.Threading.Tasks.ThreadPoolTaskScheduler  [Module(0xb400007cb6925060)]
             24         1  Microsoft.Maui.Controls.Compatibility.Platform.Android.ResourcesProvider  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.FontsRegistration  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Extensions.DependencyInjection.CallSiteJsonFormatter  [Module(0xb400007cb6951340)]
             24         1  Android.App.SyncContext  [Module(0xb400007cb692d670)]
             24         1  Microsoft.Maui.Controls.SearchBoxVisibility  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.PlatformConfiguration.WindowsSpecific.ToolbarPlacement  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.PlatformConfiguration.AndroidSpecific.WindowSoftInputModeAdjust  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.ClearButtonVisibility  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Controls.PlatformConfiguration.AndroidSpecific.MixedContentHandling  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.EditorAutoSizeOption  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.IndicatorShape  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.ButtonsMask  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Dispatching.Dispatcher  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.ApplicationModel.AppActionsImplementation  [Module(0xb400007cb692fb00)]
             24         1  System.Collections.Generic.NonRandomizedStringEqualityComparer.OrdinalIgnoreCaseComparer  [Module(0xb400007cb6925060)]
             24         1  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass8_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass3_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.RadioButton,Microsoft.Maui.Handlers.IRadioButtonHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.IFlyoutView,Microsoft.Maui.Handlers.IFlyoutViewHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.LifecycleEvents.LifecycleEventService  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Dispatching.ApplicationDispatcher  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Platform.ActionDisposable  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass3_0<Microsoft.Maui.IStepper,Microsoft.Maui.Handlers.IStepperHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass4_0<Microsoft.Maui.Controls.SwipeView,Microsoft.Maui.Handlers.ISwipeViewHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.IShapeView,Microsoft.Maui.Handlers.IShapeViewHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.WeakEventManager  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Application,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.ContentPage,Microsoft.Maui.Handlers.IPageHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.ICheckBox,Microsoft.Maui.Handlers.ICheckBoxHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass8_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass3_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass4_0<Microsoft.Maui.Controls.Button,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.ImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass4_0<Microsoft.Maui.Controls.ImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IScrollView,Microsoft.Maui.Handlers.IScrollViewHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass8_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass3_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IStackNavigationView,Microsoft.Maui.Handlers.INavigationViewHandler>  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Picker,Microsoft.Maui.Handlers.IPickerHandler>  [Module(0xb400007cb69374e0)]
             24         1  Android.Runtime.AndroidObjectReferenceManager  [Module(0xb400007cb692d670)]
             24         1  System.IO.Stream.NullStream  [Module(0xb400007cb6925060)]
             24         1  System.TimeZoneInfo.CachedData  [Module(0xb400007cb6925060)]
             24         1  System.Collections.Generic.Dictionary.KeyCollection<System.Int32,System.Diagnostics.Tracing.EventSource.EventMetadata>  [Module(0xb400007cb6925060)]
             24         1  System.Buffers.SharedArrayPoolPartitions  [Module(0xb400007cb6925060)]
             24         1  System.Collections.Generic.Dictionary.ValueCollection<System.Int32,System.Diagnostics.Tracing.EventSource.EventMetadata>  [Module(0xb400007cb6925060)]
             24         1  System.TimeSpan  [Module(0xb400007cb6925060)]
             24         1  Microsoft.Maui.TextType  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Controls.ScrollMode  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.Controls.FlyoutHeaderBehavior  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.FlyoutBehavior  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Controls.PresentationMode  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.ScrollOrientation  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Controls.FlyoutLayoutBehavior  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.TextDecorations  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.TextTransform  [Module(0xb400007cb69374e0)]
             24         1  Microsoft.Maui.Controls.PlatformConfiguration.AndroidSpecific.ImeFlags  [Module(0xb400007cb692a5b0)]
             24         1  Microsoft.Maui.HandlerDisconnectPolicy  [Module(0xb400007cb69374e0)]
             16       477  System.Object  [Module(0xb400007cb6925060)]
             16         6  Microsoft.Maui.Controls.ToolbarTracker.ToolBarItemComparer  [Module(0xb400007cb692a5b0)]
             16         1  System.Runtime.CompilerServices.YieldAwaitable.YieldAwaiter.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.SearchHandler.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.ProgressBar.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.TimeZoneInfo.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.RuntimeServiceProviderEngine  [Module(0xb400007cb6951340)]
             16         1  System.Diagnostics.Tracing.PropertyValue.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.Internals.NavigationProxy.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Extensions.DependencyInjection.DependencyInjectionEventSource.[]c  [Module(0xb400007cb6951340)]
             16         1  Microsoft.Maui.Controls.Page.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.Window.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Diagnostics.Tracing.ManifestBuilder.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.VisualElement.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.[]c  [Module(0xb400007cb6951340)]
             16         1  Microsoft.Maui.Controls.TimePicker.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.VisualStateManager.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.Border.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Controls.Label.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.WeakList.[]c<Microsoft.Maui.Controls.BindableObject>  [Module(0xb400007cb69374e0)]
             16         1  System.Type.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Extensions.Primitives.ChangeToken.ChangeTokenRegistration.[]c<System.Action>  [Module(0xb400007cb693be00)]
             16         1  Microsoft.Maui.Hosting.MauiAppBuilder.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Dispatching.DispatcherProvider  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Hosting.ImageSourcesMauiAppBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  MauiTabbedModalLeakRepro.MauiProgram.[]c  [Module(0xb400007cb692e2a0)]
             16         1  Microsoft.Maui.LifecycleEvents.AppHostBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Android.Runtime.JNIEnv.[]c  [Module(0xb400007cb692d670)]
             16         1  Microsoft.Maui.Controls.View.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Reflection.Missing  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Extensions.Primitives.ChangeToken.[]c  [Module(0xb400007cb693be00)]
             16         1  Microsoft.Maui.Hosting.EssentialsExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  System.Threading.Tasks.ThreadPoolTaskScheduler.[]c  [Module(0xb400007cb6925060)]
             16         1  System.Threading.Tasks.AwaitTaskContinuation.[]c  [Module(0xb400007cb6925060)]
             16         1  System.Buffers.SharedArrayPool.[]c<Microsoft.Maui.IVisualTreeElement>  [Module(0xb400007cb6925060)]
             16         1  System.DBNull  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Keyboard  [Module(0xb400007cb69374e0)]
             16         1  MauiTabbedModalLeakRepro.LeakTracker.LeakSnapshot.[]c  [Module(0xb400007cb692e2a0)]
             16         1  Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.IndicatorView.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Threading.Tasks.Task.[]c  [Module(0xb400007cb6925060)]
             16         1  System.Diagnostics.ActivitySource.[]c  [Module(0xb400007cb6975c40)]
             16         1  Microsoft.Maui.Platform.ViewExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  System.Threading.ThreadPool.[]c  [Module(0xb400007cb6925060)]
             16         1  System.Text.EncoderExceptionFallback  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.InputView.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.PlatformConfiguration.AndroidSpecific.TabbedPage.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.Editor.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Linq.Enumerable.EnumerableSorter.[]c<System.Collections.Generic.KeyValuePair<System.String,System.Int32>>  [Module(0xb400007cb6940720)]
             16         1  System.Text.DecoderExceptionFallback  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.WebView.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.ApplicationModel.AppInfoImplementation.[]c  [Module(0xb400007cb692fb00)]
             16         1  Microsoft.Extensions.Configuration.ConfigurationReloadToken.[]c  [Module(0xb400007cb6939970)]
             16         1  System.Threading.CancellationTokenSource.[]c  [Module(0xb400007cb6925060)]
             16         1  System.Diagnostics.Tracing.EventPipeMetadataGenerator  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.StyleableElement.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Threading.Tasks.SynchronizationContextAwaitTaskContinuation.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.Shapes.Shape.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Java.Interop.Tools.TypeNameMappings.JavaNativeTypeManager.[]c  [Module(0xb400007cb692d670)]
             16         1  Microsoft.Maui.Controls.AppThemeBinding.AppThemeProxy.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.MauiContext.[]c__13<Android.Views.LayoutInflater>  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.MauiContext.[]c__13<AndroidX.Fragment.App.FragmentManager>  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.MauiContext.[]c__13<Android.Content.Context>  [Module(0xb400007cb69374e0)]
             16         1  System.EventArgs  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.RadioButton.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.ResourceDictionary.[]c__9<__XamlGeneratedCode__.__TypeAF9BAD9B3E5DCF0A>  [Module(0xb400007cb692a5b0)]
             16         1  System.Linq.Enumerable.EnumerableSorter.[]c<Microsoft.Maui.IView>  [Module(0xb400007cb6940720)]
             16         1  Microsoft.Maui.VisualDiagnostics.[]c  [Module(0xb400007cb69374e0)]
             16         1  System.Threading.TimerQueueTimer.[]c  [Module(0xb400007cb6925060)]
             16         1  Java.Interop.JniEnvironment.[]c  [Module(0xb400007cb6922bd0)]
             16         1  Microsoft.Extensions.FileProviders.EmptyDisposable  [Module(0xb400007cb6939970)]
             16         1  Microsoft.Maui.Controls.Button.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.ApplicationModel.AppInfoImplementation  [Module(0xb400007cb692fb00)]
             16         1  Microsoft.Maui.MauiContext.[]c__13<Android.App.Activity>  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Hosting.Internal.RegisteredHandlerServiceTypeSet.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Diagnostics.DiagnosticsManagerExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Handlers.LayoutExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Hosting.HandlerMauiAppBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Controls.Stepper.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.Shell.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.ResourceDictionary.[]c__9<__XamlGeneratedCode__.__Type9822076328C37B94>  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.MauiContext.[]c__12<Microsoft.Maui.Platform.NavigationRootManager>  [Module(0xb400007cb69374e0)]
             16         1  System.Buffers.SharedArrayPool.[]c<System.Char>  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.LifecycleEvents.MauiAppHostBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Controls.Slider.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.GenericEmptyEnumerator<System.Collections.Generic.KeyValuePair<Microsoft.Maui.Controls.BindableObject,System.Object>>  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.MauiContext.[]c__12<Android.App.Application>  [Module(0xb400007cb69374e0)]
             16         1  System.Globalization.CalendarData.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.Diagnostics.MauiControlsDiagnosticsExtensions.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.CheckBox.[]c  [Module(0xb400007cb692a5b0)]
             16         1  System.Threading.PortableThreadPool.WorkerThread.[]c  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.VisualStateGroup.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.DatePicker.[]c  [Module(0xb400007cb692a5b0)]
             16         1  MauiTabbedModalLeakRepro.ReproDiagnostics.[]c  [Module(0xb400007cb692e2a0)]
             16         1  Microsoft.Extensions.DependencyInjection.ServiceProvider.[]c  [Module(0xb400007cb6951340)]
             16         1  Microsoft.Maui.Controls.StackBase.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.Switch.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Hosting.AppHostBuilderExtensions.[]c  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Controls.NavigationPage.[]c  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.VisualMarker.MatchParentVisual  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.VisualMarker.DefaultVisual  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.VisualMarker.MaterialVisual  [Module(0xb400007cb692a5b0)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.BindableProperty>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.TriggerBase>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<System.ValueTuple<System.String,Microsoft.Maui.FontWeight,System.Boolean>>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Delegate>  [Module(0xb400007cb6925060)]
             16         1  System.DefaultBinder  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Controls.Xaml.ValueConverterProvider  [Module(0xb400007cb692a5b0)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Hosting.FontDescriptor>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<System.Boolean>  [Module(0xb400007cb6925060)]
             16         1  Java.Interop.TypeManager.TypeNameComparer  [Module(0xb400007cb692d670)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Action<System.Object,Microsoft.Maui.Controls.Internals.ResourcesChangedEventArgs>>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.IScrollView>  [Module(0xb400007cb6925060)]
             16         1  System.Threading.Tasks.TaskFactory  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericComparer<System.Int32>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey>  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Extensions.Primitives.ChangeToken.ChangeTokenRegistration.NoopDisposable<System.Action>  [Module(0xb400007cb693be00)]
             16         1  System.Collections.Generic.EnumEqualityComparer<Microsoft.Maui.FontWeight>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.StringEqualityComparer  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.NullableEqualityComparer<System.Double>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Collections.Generic.IEnumerable<Microsoft.Maui.Controls.ToolbarItem>>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.IWindowOverlay>  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Extensions.DependencyInjection.KeyedService.AnyKeyObj  [Module(0xb400007cb6931f90)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Android.Views.View>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Graphics.Color>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Android.Graphics.Drawables.Drawable>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.VisualElement>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Reflection.MemberInfo>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.Brush>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Type>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericArraySortHelper<System.Int32>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.ImageSource>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<System.Object>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.IWindowOverlayElement>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Hosting.IMauiHandlersCollection>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Extensions.DependencyInjection.ServiceDescriptor>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.ObjectEqualityComparer<Microsoft.Maui.HotReload.IHotReloadableView>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<System.IntPtr>  [Module(0xb400007cb6925060)]
             16         1  Microsoft.Maui.Hosting.MauiAppBuilder.NullLogger<Microsoft.Maui.Controls.Platform.ModalNavigationManager>  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Hosting.AppHostBuilderExtensions.ApplicationDispatcherInitializer  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Diagnostics.ViewDiagnosticTagger  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Controls.Diagnostics.ControlsViewDiagnosticTagger  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Hosting.AppHostBuilderExtensions.DispatcherInitializer  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Graphics.Platform.PlatformStringSizeService  [Module(0xb400007cb69468a0)]
             16         1  Microsoft.Maui.Controls.MenuBarTracker.MenuBarItemComparer  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.ToStringValueConverter  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.UriTypeConverter  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Converters.EasingTypeConverter  [Module(0xb400007cb69374e0)]
             16         1  Microsoft.Maui.Graphics.Converters.ColorTypeConverter  [Module(0xb400007cb69468a0)]
             16         1  Microsoft.Maui.Controls.ImageSourceConverter  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.DateTimeTypeConverter  [Module(0xb400007cb692a5b0)]
             16         1  Microsoft.Maui.Controls.TimeSpanTypeConverter  [Module(0xb400007cb692a5b0)]
             16         1  System.Collections.Generic.GenericArraySortHelper<System.String>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<System.UInt64>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericComparer<System.String>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericEqualityComparer<System.Int32>  [Module(0xb400007cb6925060)]
             16         1  System.Collections.Generic.GenericArraySortHelper<System.UInt64>  [Module(0xb400007cb6925060)]
